Time,head.X_worldpos,head.Y_worldpos,head.Z_worldpos,lHand.X_worldpos,lHand.Y_worldpos,lHand.Z_worldpos,rHand.X_worldpos,rHand.Y_worldpos,rHand.Z_worldpos,head.X_rotations,head.Y_rotations,head.Z_rotations,lHand.X_rotations,lHand.Y_rotations,lHand.Z_rotations,rHand.X_rotations,rHand.Y_rotations,rHand.Z_rotations,hip.X_worldpos,hip.Y_worldpos,hip.Z_worldpos,lFoot.X_worldpos,lFoot.Y_worldpos,lFoot.Z_worldpos,rFoot.X_worldpos,rFoot.Y_worldpos,rFoot.Z_worldpos,hip.X_rotations,hip.Y_rotations,hip.Z_rotations,lFoot.X_rotations,lFoot.Y_rotations,lFoot.Z_rotations,rFoot.X_rotations,rFoot.Y_rotations,rFoot.Z_rotations
0.0,53.521396559103614,145.44568868057704,-95.27251027051094,115.7233034434777,131.41034742746956,-89.9560641287943,-8.700125367789166,133.7019090845383,-90.35224015666851,-6.36111e-15,-3.7116800000000004e-16,-1.32679e-13,2.28935e-12,-3.7530500000000004e-13,-9.11011e-11,-2.48058e-12,-3.53042e-13,-9.11375e-11,53.6842,83.8008,-93.0874,60.9040304748174,5.215647437048695,-94.06251811670995,46.2975771380774,4.0826217789466455,-94.0625063131138,0.00592657,-0.0295336,1.5573700000000001,-0.49868900000000005,-0.0508352,0.5395,3.9982,0.13938299999999998,-0.50575
0.00833333,52.27185296852785,144.9228280887101,-96.06843650110399,112.97155981821423,122.3280874121348,-93.4641437825622,-5.816752497377246,114.59900266599512,-91.01419176845756,1.59398,-1.8135299999999999,-0.483825,-2.70473,0.3786,-0.014842900000000001,-2.35351,-0.329764,0.0112046,52.2285,83.3217,-93.7885,61.29361189688551,5.233053168706596,-99.14229092832063,44.22593521690493,4.203720558848481,-99.19684446860836,-0.648982,-2.15983,0.78264,-4.28517,1.88027,0.655671,0.309956,-2.70077,-0.6986319999999999
0.01666666,52.51137020566057,144.859227295694,-96.21863125737774,103.15797485482878,115.43135460523352,-96.70249924427692,5.992666992474668,98.50289566093215,-89.7987722972077,3.2883,-3.73788,-0.896243,-5.57482,0.7832210000000001,0.00854643,-4.85925,-0.682759,-0.00658456,52.2549,83.3249,-93.781,63.50472054020137,6.207744767612617,-103.4467235621481,43.67790635569342,5.402673407229635,-103.76783085110544,-1.3382,-4.41711,-0.08412919999999999,-8.2685,3.95661,1.05877,-3.5691699999999997,-5.70231,-1.29798
0.02499999,52.688226591624705,144.78073564551613,-96.39854412429631,87.47382405386446,109.38133413365965,-97.6589500598262,20.928401547244693,89.6185303870911,-87.28417497480746,4.76274,-5.457380000000001,-1.1483700000000001,-8.11277,1.146,0.0636206,-7.059589999999999,-0.996008,-0.0481836,52.2407,83.3237,-93.7776,65.59415141228601,7.4348015527644895,-106.97763632201763,43.23598891795892,6.939942791572727,-107.70178421302685,-1.9478900000000001,-6.423719999999999,-0.91266,-11.805,5.85085,1.6664700000000001,-6.9897100000000005,-8.443489999999999,-2.1825799999999997
0.03333332,52.89046270834835,144.68820539080534,-96.51762046781782,73.4576586092373,106.37756735463113,-95.61025073392969,32.602777493555216,87.22106607762232,-84.74384886052702,5.70631,-6.648,-1.21894,-9.8218,1.39418,0.119797,-8.49736,-1.20315,-0.0893847,52.3057,83.2956,-93.7556,67.18951440756182,8.451579598621706,-109.22280668053304,43.058121643693475,8.234902354983284,-110.30879013485794,-2.36921,-7.800439999999999,-1.54235,-14.275,7.18819,2.2305200000000003,-9.34298,-10.4561,-3.01293
0.04166665,52.959485014831785,144.63024218648673,-96.54431865833573,67.51841234796922,106.01399304109871,-93.96630339998266,37.20962154126147,87.13114665071824,-83.66386472470394,5.94644,-7.087219999999999,-1.1191799999999998,-10.395999999999999,1.47855,0.143295,-8.81878,-1.2499799999999999,-0.102323,52.3171,83.2668,-93.7402,67.81932194959855,8.87329271961088,-110.02485896192007,42.99775504672056,8.77247002155977,-111.27000374416842,-2.53972,-8.29102,-1.84223,-15.2864,7.67143,2.4769200000000002,-10.2738,-11.3985,-3.4276400000000002
0.04999998,52.93177946738341,144.62836161940382,-96.5155085714962,68.12219589450629,106.03139808827362,-94.09518814269613,36.7112265436177,87.01791598330601,-83.92158171643078,5.68617,-6.98711,-0.917668,-10.1586,1.44394,0.136012,-8.34527,-1.18172,-0.0907067,52.2886,83.2646,-93.7524,67.7433706918972,8.82350989001447,-109.89738716523847,43.004234270518644,8.69599119668068,-111.12804891404366,-2.53283,-8.14812,-1.89652,-15.2664,7.52383,2.43571,-10.2083,-11.5539,-3.45917
0.05833331,52.930013446413135,144.6322673619891,-96.43897217365145,71.42490491127741,106.17484171412487,-94.9008636342565,34.23178026300002,86.8942251487843,-84.6932322013417,5.18234,-6.671460000000001,-0.69177,-9.55717,1.3562299999999998,0.11618699999999998,-7.6328,-1.07928,-0.07331950000000001,52.303999999999995,83.256,-93.7639,67.44824549390574,8.568481910654718,-109.38516881436442,43.105676287088784,8.359194992492776,-110.53246055847737,-2.4458599999999997,-7.755269999999999,-1.8624599999999998,-14.8358,7.129169999999999,2.28214,-9.73038,-11.3655,-3.3208900000000003
0.06666664,52.89769750503577,144.6296889991039,-96.39954143822132,73.36450840095434,106.33886518644344,-95.32022199429285,32.725199992984656,86.88387907373037,-85.20949642973851,4.69229,-6.46331,-0.52282,-9.039010000000001,1.2811,0.101268,-7.237489999999999,-1.0226600000000001,-0.064678,52.2694,83.2469,-93.8215,67.23898327015088,8.41696792261505,-109.1042100437364,43.13858308808693,8.15567492677129,-110.20323945248714,-2.3761400000000004,-7.49604,-1.8975799999999998,-14.6161,6.872210000000001,2.1926,-9.41947,-11.2799,-3.24145
0.07499997,52.807802371438044,144.61751467495515,-96.38612261585259,73.29270896514494,106.31912307374606,-95.31075943388608,32.68282663429072,86.85056269826637,-85.33521359480912,4.22138,-6.4187,-0.437112,-8.64515,1.22434,0.0921643,-7.32177,-1.0347,-0.06616860000000001,52.1482,83.2367,-93.9206,67.14353315141071,8.413963615006942,-109.1511794542844,43.046560609836405,8.13602532934538,-110.24887720526479,-2.3304400000000003,-7.4436,-2.04072,-14.7224,6.826560000000001,2.19463,-9.35565,-11.335999999999999,-3.2423900000000003
0.08333330000000001,52.80268820796259,144.59928435211916,-96.30748964479187,73.32517011775148,106.28790993087598,-95.25548044028577,32.733174064028226,86.83311086949692,-85.39250140782964,3.65325,-6.37594,-0.388469,-8.163030000000001,1.15506,0.0819166,-7.58435,-1.0722200000000002,-0.0708966,52.1024,83.2205,-93.9845,67.1255149336179,8.40704584340235,-109.16044312522995,43.02981107468627,8.109173433380072,-110.25432512578314,-2.26315,-7.403110000000001,-2.2093599999999998,-14.84,6.79736,2.2025900000000003,-9.25413,-11.3231,-3.2173599999999998
0.09166663,52.8804241109129,144.58148164946698,-96.17928109078194,73.44307877013344,106.25553549681005,-95.16452980860876,32.87129235296503,86.8192435563105,-85.40006100723744,3.06445,-6.32942,-0.360829,-7.6599,1.08301,0.0722029,-7.885789999999999,-1.11538,-0.0767342,52.1385,83.206,-94.0037,67.18885368711328,8.400322277328165,-109.1232389434996,43.09581201847826,8.086987999048231,-110.21576354937037,-2.19374,-7.355980000000001,-2.3759900000000003,-14.9481,6.76155,2.20728,-9.14968,-11.3094,-3.1918
0.09999996,52.93551957142066,144.5670637400189,-96.09771904406564,73.52377690400805,106.22853416769534,-95.1287284620128,32.988281895268265,86.79317027078451,-85.45730661115006,2.5315,-6.27321,-0.33814099999999997,-7.20303,1.0177399999999999,0.0640596,-8.086689999999999,-1.14419,-0.0808824,52.1592,83.197,-94.0494,67.23371573541307,8.393984646215934,-109.11198983931708,43.14837891693882,8.077326993474172,-110.21030015032156,-2.14164,-7.28362,-2.51316,-15.0262,6.696039999999999,2.19939,-9.0771,-11.3628,-3.1907400000000004
0.10833329,52.97754627865797,144.5494333691889,-96.07870677505969,73.57812413272723,106.19729780031412,-95.15886972121665,33.08819132746247,86.73939943640454,-85.5852286840363,2.0544700000000002,-6.20565,-0.326968,-6.809130000000001,0.961556,0.05731749999999999,-8.10979,-1.14752,-0.0814702,52.1674,83.18799999999999,-94.1301,67.2674364698471,8.380259747244004,-109.13584820658308,43.199386560840324,8.079387943199983,-110.25227774580615,-2.11426,-7.17328,-2.62697,-15.0694,6.57486,2.17085,-9.05044,-11.5287,-3.22896
0.11666662,52.99432848571797,144.52963238656616,-96.04878431475231,73.60100096207711,106.16237736759363,-95.1854164305583,33.16165827528709,86.67051986454389,-85.7076664959378,1.59931,-6.12979,-0.33200799999999997,-6.44275,0.909358,0.05127469999999999,-8.042810000000001,-1.1379299999999999,-0.0802115,52.1492,83.1792,-94.186,67.27603956964764,8.361680897166643,-109.13458185766605,43.231412837295245,8.090017323872374,-110.27774895426172,-2.10049,-7.03748,-2.72757,-15.0885,6.41694,2.12855,-9.04941,-11.7618,-3.29048
0.12499995,52.97836508441901,144.50706298710602,-96.01468453059364,73.57648660842162,106.13059636818205,-95.22353505777338,33.20967394442067,86.59754392090561,-85.82294645540921,1.19135,-6.04646,-0.334598,-6.0929,0.8595780000000001,0.045764400000000004,-7.99379,-1.13091,-0.0792236,52.1129,83.1676,-94.2303,67.25866820817714,8.338408889759876,-109.12056156492636,43.235171433496035,8.0981221049352,-110.29057262965924,-2.09199,-6.8954699999999995,-2.7935,-15.0859,6.2664800000000005,2.08563,-9.05747,-11.994000000000002,-3.35388
0.13333328,53.007363386612965,144.4933169534757,-95.97437137305616,73.57388917909212,106.1211251980712,-95.27976166764215,33.31913499940671,86.54346025833473,-85.91982660687924,0.855928,-5.95642,-0.31628,-5.74861,0.810664,0.0407026,-8.07075,-1.14191,-0.08056110000000001,52.1522,83.1623,-94.2672,67.29940612959555,8.322558024496104,-109.0966173341888,43.28683160180081,8.104447551895184,-110.28463865469013,-2.0804099999999996,-6.766489999999999,-2.8033799999999998,-15.064,6.16769,2.0552,-9.05829,-12.1573,-3.39744
0.14166661,53.02591798347982,144.4882376058157,-95.95748634949234,73.5303060832158,106.14473445808414,-95.40058395125092,33.444772899964555,86.50922755921387,-86.03101185331198,0.596859,-5.84025,-0.254891,-5.3949300000000004,0.760479,0.0357956,-8.3265,-1.1785700000000001,-0.085534,52.2285,83.164,-94.3071,67.35172662192694,8.314591952967767,-109.0724213702441,43.334968037599545,8.106296379615365,-110.26554048362745,-2.0644400000000003,-6.665710000000001,-2.72326,-15.0152,6.15564,2.04622,-9.04848,-12.2242,-3.4131699999999996
0.14999994,52.93568116425757,144.48205265412255,-96.01808533533251,73.35329390067224,106.18596327003364,-95.63023247960942,33.48335004410426,86.47958727717352,-86.21315002018642,0.40162600000000004,-5.703880000000001,-0.166188,-5.04171,0.710411,0.031151799999999997,-8.69542,-1.23158,-0.0933193,52.2309,83.1639,-94.4073,67.31082059470005,8.304269960832428,-109.10524995596407,43.280584130643255,8.099512182446432,-110.29551098797045,-2.0482099999999996,-6.57953,-2.57395,-14.9411,6.19899,2.04981,-9.03651,-12.2342,-3.4133699999999996
0.15833327,52.814977610425856,144.4880933757871,-96.04440691355042,73.13378976689542,106.2377949081106,-95.82490833936356,33.49847238444538,86.46903355089334,-86.34461751985266,0.271165,-5.58606,-0.0892653,-4.71521,0.664184,0.0272128,-9.10786,-1.29101,-0.102672,52.2098,83.1728,-94.49600000000001,67.23874263592357,8.303265310551545,-109.12220629005672,43.19366936819728,8.098832771760392,-110.30768268068512,-2.03163,-6.484030000000001,-2.41623,-14.8578,6.242319999999999,2.0523599999999997,-9.02397,-12.2193,-3.40666
0.16666660000000003,52.834774626902856,144.50589588214226,-95.9824943996809,73.05575224859935,106.2793866841971,-95.8998407296493,33.643507900156706,86.47807724540121,-86.36172237248888,0.20644899999999997,-5.52557,-0.06353980000000001,-4.44166,0.625501,0.0242573,-9.49422,-1.3468,-0.111847,52.3081,83.1874,-94.5595,67.29090612932926,8.309330719886558,-109.10904134807852,43.23689634438924,8.104825151030589,-110.29355087100642,-2.01457,-6.35529,-2.3109,-14.7817,6.23032,2.04058,-9.01246,-12.2115,-3.4016
0.17499993,52.97222607460683,144.5211017444492,-95.8472528390531,73.09217134702068,106.278506347125,-95.82781668466669,33.88430125260493,86.4930908654249,-86.26055464164715,0.27412600000000004,-5.5663599999999995,-0.119876,-4.26609,0.6007,0.0226015,-9.85838,-1.39946,-0.12063199999999999,52.4927,83.1891,-94.6462,67.43452288738568,8.304225268847162,-109.11627614999935,43.37987410724636,8.099795396760818,-110.30529905884796,-2.00569,-6.1653199999999995,-2.27957,-14.7122,6.1285,2.00521,-9.00657,-12.2115,-3.39908
0.18333326,53.0026382921544,144.54593159977262,-95.63456394282471,73.011331643858,106.261913144693,-95.63349539224615,34.00675648507122,86.52545737671309,-86.04782008924478,0.45154099999999997,-5.67655,-0.230386,-4.16184,0.585975,0.0216505,-10.23,-1.45333,-0.129928,52.5527,83.1945,-94.7236,67.45385352480982,8.304290700339124,-109.111631523787,43.40224893803364,8.098386372495945,-110.30740171907586,-2.0021400000000003,-5.934080000000001,-2.28799,-14.6422,5.9730300000000005,1.9555900000000002,-9.00404,-12.2047,-3.395
0.19166659,52.935420348488826,144.57293382712245,-95.39412314983734,72.83382974734036,106.24931745458122,-95.44216376884049,34.03398120227121,86.5663505922686,-85.80794530829625,0.605773,-5.78115,-0.347025,-4.0476,0.569829,0.0204208,-10.5781,-1.5039200000000001,-0.139074,52.5066,83.2051,-94.7888,67.37226944369203,8.31102269478275,-109.08881348648727,43.32383063399615,8.101558991868778,-110.29197594027792,-1.9865400000000002,-5.70959,-2.31336,-14.578,5.81454,1.90632,-8.996260000000001,-12.2008,-3.3904400000000003
0.19999992,52.836218586810396,144.5871891892163,-95.21037334982914,72.6410925950278,106.25236119309237,-95.41227181806241,34.04510951400297,86.59922963618256,-85.66033946585762,0.604055,-5.805,-0.42325100000000004,-3.84208,0.5407890000000001,0.0181388,-10.8716,-1.5467,-0.14719100000000002,52.4318,83.2125,-94.87299999999999,67.27136889343785,8.315760755190096,-109.07509340732334,43.22310233038291,8.10033719774026,-110.28485941903877,-1.9414900000000002,-5.5399199999999995,-2.3331,-14.5262,5.70357,1.87168,-8.97456,-12.2091,-3.38646
0.20833325,52.76494764313446,144.59082203160833,-95.08923161040238,72.49794247663013,106.28900538052851,-95.5856654971964,34.108227167386396,86.6316246586733,-85.62382956702146,0.398942,-5.70721,-0.431522,-3.52432,0.49593000000000004,0.015128899999999999,-11.0929,-1.579,-0.153481,52.3853,83.2205,-94.9611,67.21532038982572,8.32401793194564,-109.04951724278841,43.16241431010461,8.096532969738853,-110.26154162404865,-1.8465099999999999,-5.48845,-2.35302,-14.4963,5.68914,1.86617,-8.92559,-12.2314,-3.38093
0.21666658,52.7395567229415,144.58594750995258,-95.00308073017544,72.41392683283091,106.34747537446584,-95.88842839346394,34.234687295991286,86.66503059446434,-85.65062940448546,0.0651217,-5.53495,-0.400365,-3.1374299999999997,0.44137,0.012103399999999999,-11.2615,-1.6036299999999999,-0.158244,52.3826,83.2267,-95.0557,67.21445509344261,8.3329128209067,-109.01845750242079,43.155521595015934,8.088731644055763,-110.23002387575696,-1.71619,-5.51272,-2.38101,-14.4823,5.73236,1.8783599999999998,-8.85763,-12.2629,-3.37402
0.22499991,52.710628087540094,144.57365376665967,-94.9806451833016,72.33788307011257,106.40868280516344,-96.29962696837568,34.36533549123687,86.68971074722813,-85.75533261442872,-0.34688,-5.34513,-0.368158,-2.6962200000000003,0.379207,0.00908602,-11.4028,-1.62429,-0.162218,52.3874,83.2283,-95.2091,67.21809014161487,8.335745918718978,-109.04394901552513,43.15557315371454,8.077963272099502,-110.25933542924764,-1.58574,-5.5019599999999995,-2.3982,-14.4673,5.75197,1.88356,-8.7946,-12.3033,-3.37031
0.23333324,52.74414371663443,144.54524401261767,-94.93291284251104,72.3357218479958,106.44047136116859,-96.68151327598072,34.55326157560588,86.68576239837135,-85.83564027993822,-0.7863479999999999,-5.19455,-0.375156,-2.21552,0.311527,0.00602384,-11.5423,-1.6446900000000002,-0.166236,52.4775,83.2129,-95.3563,67.29073812991714,8.316319897848466,-109.07084410632193,43.228591446835566,8.055464835433781,-110.30137015066069,-1.4902799999999998,-5.34542,-2.38656,-14.4342,5.66674,1.8571900000000001,-8.76036,-12.3524,-3.37445
0.24166657,52.818424877822245,144.5317193982765,-94.83542317446717,72.40864939627541,106.46660878473507,-96.9784199062622,34.76801813967028,86.66661588608044,-85.87379137604762,-1.25898,-5.0907599999999995,-0.44467299999999993,-1.66513,0.234078,0.00294108,-11.6629,-1.6623900000000003,-0.16986600000000002,52.6464,83.2112,-95.4645,67.41619739256346,8.301950546971874,-109.07915640037788,43.3560758340287,8.055994750806015,-110.34780768430176,-1.46735,-4.91964,-2.31411,-14.3731,5.391859999999999,1.7744900000000001,-8.78634,-12.4357,-3.3993900000000004
0.24999989999999997,52.749562737844286,144.5392232464582,-94.7704441636588,72.36463163989737,106.50560605896864,-97.30412623383148,34.83148670897434,86.64956724619655,-85.95511541690755,-1.7853900000000003,-5.00615,-0.551236,-1.04854,0.147366,0.000673695,-11.7591,-1.67651,-0.172808,52.699,83.2316,-95.60700000000001,67.41083715787391,8.303916616713124,-109.13139090947212,43.352627509596864,8.084440649272151,-110.45360406201249,-1.48876,-4.31496,-2.19902,-14.2942,4.9919199999999995,1.65555,-8.85137,-12.5447,-3.4389800000000004
0.25833323,52.534212847891986,144.5597835971938,-94.76451153261351,72.1540831415487,106.5562089874766,-97.73336195140234,34.749191504474695,86.6579839907575,-86.08934852554377,-2.3370599999999997,-4.9446900000000005,-0.663994,-0.431051,0.0605707,-0.000227464,-11.8731,-1.69324,-0.176223,52.6031,83.2664,-95.8354,67.26016921163026,8.32045881725314,-109.25628763850071,43.204932906307604,8.12580238572324,-110.62601388672053,-1.4909299999999999,-3.7413800000000004,-2.10016,-14.2116,4.6096699999999995,1.5425799999999998,-8.90057,-12.6286,-3.469
